,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
2129,9725.0,9725,Blue Bird,2000,16.0,Main,4.0,1 1/2,21.0,Main,4.0,1/2,2048.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice cubes and strain into cocktail glass. Add a twist of lemon peel and a cherry.,44,,1974
2130,9726.0,9726,Blue Canary,2000,16.0,Main,4.0,3/4,204.0,Main,34.0,3,197.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combine ingredients with ice in mixing glass and stir gently. Strain into chilled cocktail glass filled with crushed ice. Garnish with a mint sprig.,44,,2000
2131,9727.0,9727,Blue Devil Cocktail,2000,16.0,Main,4.0,1,2207.0,Main,0.0,1/2 or 1,12.0,Main,34.0,1,197.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,Juice 1/2 Lemon or 1 Lime,1935
2132,9732.0,9732,Bronx Cocktail (Dry),2000,16.0,Main,4.0,1,19.0,Main,4.0,1,2167.0,Main,0.0,1/4,2050.0,Main,18.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Serve with a slice of orange.,44,,1935
2133,9733.0,9733,Bronx Terrace Cocktail,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1 1/2,2104.0,Main,0.0,1/2,2069.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with  ice and strain into cocktail glass. Add a cherry.,44,,1935
2134,9734.0,9734,Brown Cocktail,2000,16.0,Main,4.0,3/4,23.0,Main,4.0,3/4,19.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2135,9735.0,9735,Bulldog Highball,2000,2167.0,Main,0.0,1/2,16.0,Main,4.0,2,97.0,Main,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,21,,1957
2136,9737.0,9737,Caruso,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1,710.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1974
2137,9752.0,9752,Delmonico No. 2,2000,17.0,Main,2.0,1,19.0,Main,4.0,1,16.0,Main,4.0,1 1/2,4.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,1974
2138,9755.0,9755,Dixie Cocktail,2000,2167.0,Main,0.0,1/4,75.0,Main,34.0,1,19.0,Main,4.0,1/2,16.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2139,9757.0,9757,Du Barry Cocktail,2000,2048.0,Main,2.0,1,19.0,Main,4.0,3/4,75.0,Main,10.0,1/2,16.0,Main,4.0,1 1/2,2102.0,Garnish,16.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a slice of orange.,44,,1935
2140,9758.0,9758,Emerald Isle Cocktail,2000,16.0,Main,4.0,2,250.0,Main,10.0,1,2048.0,Main,2.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1957
2141,9765.0,9765,Farmer's Cocktail,2000,16.0,Main,4.0,1,19.0,Main,4.0,1/2,9.0,Main,4.0,1/2,2048.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1957
2142,9766.0,9766,Favorite Cocktail,2000,2254.0,Main,4.0,3/4,19.0,Main,4.0,3/4,16.0,Main,4.0,3/4,761.0,Main,10.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2143,9767.0,9767,Fifty-Fifty Cocktail,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2144,9773.0,9773,Flying Dutchman,2000,16.0,Main,4.0,2,21.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,27,,1974
2145,9774.0,9774,Fog Horn,2000,2104.0,Main,0.0,1/2,16.0,Main,4.0,1 1/2,97.0,Main,0.0,1 1/2,686.0,Garnish,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes. Fill with ginger ale. Stir. Add a slice of lime.,21,,1935
2146,9775.0,9775,Frankenjack Cocktail,2000,16.0,Main,4.0,1,19.0,Main,4.0,3/4,2254.0,Main,4.0,1/2,21.0,Main,10.0,1,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2147,9776.0,9776,Free Silver,2000,2103.0,Main,0.0,1/4,2054.0,Main,10.0,1/2,16.0,Main,4.0,1 1/2,146.0,Main,4.0,1/2,98.0,Main,34.0,1,2362.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into collins glass over ice cubes. Fill with club soda.,13,,1974
2148,9778.0,9778,Gimlet ,2000,430.0,Main,4.0,1,2054.0,Main,10.0,1,16.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,"Medicine isn't nearly as much fun as it used to be. The Gimlet was actually invented by naval surgeons for the British Merchant Navy to help prevent sailors from getting scurvy. In the past, the British were often referred to as “Limeys” due to their penchant for sucking on limes for vitamin C. But when Navy doctors began noticing that sailors were throwing theirs out, they concocted this refreshing little tipple to better ensure the health of their patients. Apparently a spoonful of sugar—and a couple of ounces of gin—really does help the medicine go down. The recipe eventually made it back to the mainland and is still an anchor on cocktail lists to this day. As for scurvy, it hasn't posed a real health threat in quite some time, but hey, better safe than sorry.",1984
2149,9783.0,9783,Gin Cocktail,2000,16.0,Main,4.0,2,2048.0,Main,2.0,2,4.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a twist of lemon peel.,44,,1935
2150,9789.0,9789,Gin and It,2000,16.0,Main,4.0,2,9.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir ingredients in cocktail glass. (No ice is used in this drink.),44,,1974
2151,9790.0,9790,Gin Milk Punch,2000,2054.0,Main,10.0,1,16.0,Main,4.0,2,98.0,Main,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",13,,1957
2152,9794.0,9794,Gin Sling,2000,2054.0,Main,10.0,1,510.0,Main,10.0,1,2103.0,Main,0.0,1/2,16.0,Main,4.0,2,2098.0,Garnish,78.0,1,2101.0,Main,18.0,Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissolve sugar in water and lemon juice. Add gin. Pour into old-fashioned glass over ice cubes and stir. Add a twist of orange peel.,27,,1935
2153,9805.0,9805,Grapefruit Cocktail,2000,204.0,Main,4.0,1,16.0,Main,4.0,1,12.0,Main,10.0,1,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Serve with a cherry.,44,,1957
2154,9806.0,9806,Greenback,2000,16.0,Main,4.0,1 1/2,250.0,Main,4.0,1,761.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,27,,1974
2155,9807.0,9807,Green Devil,2000,16.0,Main,4.0,1 1/2,250.0,Main,4.0,1 1/2,430.0,Main,34.0,1,89.0,Garnish,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes. Decorate with mint leaves.,27,,1974
2156,9809.0,9809,Greyhound,2000,16.0,Main,4.0,1 1/2,204.0,Main,4.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes. Stir well.,21,,1984
2157,9813.0,9813,Hawaiin Cocktail,2000,16.0,Main,4.0,2,118.0,Main,34.0,1,21.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1964
2158,9814.0,9814,Hoffman House Cocktail,2000,19.0,Main,4.0,3/4,16.0,Main,4.0,1 1/2,17.0,Main,2.0,2,2333.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with an olive.,44,,1935
2159,9819.0,9819,Hotel Plaza Cocktail,2000,9.0,Main,4.0,3/4,19.0,Main,4.0,3/4,16.0,Main,4.0,3/4,2133.0,Garnish,16.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Decorate with a slice of pineapple.,44,,1935
2160,9820.0,9820,H. P. W. Cocktail,2000,19.0,Main,10.0,1 1/2,9.0,Main,10.0,1 1/2,16.0,Main,4.0,1 1/2,2098.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of orange peel.,44,,1935
2161,9828.0,9828,Jeyplak Cocktail,2000,16.0,Main,4.0,1 1/2,9.0,Main,4.0,3/4,75.0,Main,4.0,1/4,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2162,9834.0,9834,K. G. B. Cocktail,2000,189.0,Main,4.0,1/2,16.0,Main,4.0,1 1/2,2254.0,Main,10.0,1/4,761.0,Main,10.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,2000
2163,9837.0,9837,Knock-Out Cocktail,2000,75.0,Main,4.0,1/2,16.0,Main,4.0,3/4,19.0,Main,4.0,3/4,2495.0,Main,10.0,1,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2164,9838.0,9838,Kup's Indispensable Cocktail,2000,2385.0,Main,4.0,1/2,19.0,Main,4.0,1/2,16.0,Main,4.0,1 1/2,2048.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2165,9840.0,9840,Leap Frog Highball,2000,2103.0,Main,0.0,1/2,16.0,Main,4.0,2,97.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,21,,1935
2166,9842.0,5057,Leave It to Me Cocktail No. 2,1964,172.0,Main,10.0,1,761.0,Main,10.0,1,12.0,Main,10.0,1/4,2067.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir well with cracked ice and strain into 3 oz. cocktail glass.,44,,1964
2167,9843.0,9843,London Buck,2000,16.0,Main,4.0,2,2103.0,Main,0.0,1/2,97.0,Main,0.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour gin and lemon juice over ice cubes in highball glass. Fill with ginger ale and stir.,21,,1964
2168,9845.0,9846,Lone Tree Cocktail,2000,2054.0,Main,10.0,1/2,2362.0,Main,4.0,2,16.0,Main,4.0,2,19.0,Main,34.0,1,2496.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Put sugar and 2 oz. club soda into collins glass. Stir, fill glass with ice, and add gin and vermouth. Fill with club soda or ginger ale and stir again. Insert a spiral of orange or lemon peel (or both) and dangle end over rim of glass.",13,,1935
2169,9848.0,9848,Maiden's Prayer,2000,16.0,Main,4.0,1 1/2,21.0,Main,4.0,1/2,761.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2170,9850.0,9850,Mamie's Sister,2000,2104.0,Main,0.0,1,16.0,Main,4.0,2,97.0,Main,0.0,2,97.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Put the juice of one lime and a lime twist into collins glass, and add gin. Fill glass with ginger ale and ice. Stir.",13,,1957
2171,9853.0,9853,Martini (Dry) (5-to-1),2000,16.0,Main,4.0,1 2/3,19.0,Main,4.0,1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Follow directions for Martini preparation.,55,,1984
2172,9859.0,9859,Melon Cocktail,2000,16.0,Main,4.0,2,761.0,Main,10.0,1/4,12.0,Main,10.0,1/4,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2173,9862.0,9862,Monte Carlo Imperial Highball,2000,16.0,Main,4.0,2,715.0,Main,4.0,1/2,2103.0,Main,0.0,1/4,111.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into highball glass over ice cubes. Fill glass with champagne and stir.,21,,1935
2174,9864.0,9864,Montreal Club Bouncer,2000,16.0,Main,4.0,1 1/2,75.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into old-fashioned glass over ice cubes. Stir.,27,,1974
2175,9868.0,9868,Nineteenth Hole,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1,9.0,Main,10.0,1,2048.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice in mixing glass and strain into cocktail glass and strain into cocktail glass. Garnish with an olive.,44,,2000
2176,9882.0,9882,Plaza Cocktail,2000,9.0,Main,4.0,3/4,19.0,Main,4.0,3/4,16.0,Main,4.0,3/4,2108.0,Main,84.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a strip of pineapple.,44,,1935
2177,9883.0,9883,Pollyanna Cocktai,2000,2102.0,Main,13.0,3,2108.0,Main,13.0,3,16.0,Main,4.0,2,9.0,Main,4.0,1/2,54.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muddle ingredients. Shake with ice and strain into cocktail glass.,44,,2000
2178,9890.0,9890,Racquet Club Cocktail,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2179,9894.0,9894,Resolute Cocktail,2000,2103.0,Main,0.0,1/4,2254.0,Main,4.0,1/2,16.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2180,9899.0,9899,Roselyn Cocktail,2000,19.0,Main,4.0,3/4,16.0,Main,4.0,1 1/2,54.0,Main,10.0,1/2,4.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,1935
2181,9902.0,9902,Sand-Martin Cocktail,2000,168.0,Main,10.0,1,9.0,Main,4.0,1 1/2,16.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2182,9910.0,9910,Smile Cocktail,2000,54.0,Main,4.0,1,16.0,Main,4.0,1,761.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2183,9911.0,9911,Smiler Cocktail,2000,9.0,Main,4.0,1/2,19.0,Main,4.0,1/2,16.0,Main,4.0,1,2048.0,Main,2.0,1,2052.0,Main,10.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2184,9913.0,9913,Snyder,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,21.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,1974
2185,9914.0,9914,Society Cocktail,2000,16.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,54.0,Main,10.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1957
2186,9916.0,9916,Southern Gin Cocktail,2000,16.0,Main,4.0,2,17.0,Main,2.0,2,21.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,1935
2187,9920.0,9920,Sphinx Cocktail,2000,16.0,Main,4.0,1 1/2,9.0,Main,10.0,1 1/2,19.0,Main,10.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a slice of lemon.,44,,1957
2188,9921.0,9921,Spring Feeling Cocktail,2000,761.0,Main,34.0,1,168.0,Main,4.0,1/2,16.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2189,9925.0,9925,Sunshine Cocktail,2000,9.0,Main,4.0,3/4,16.0,Main,4.0,1 1/2,2048.0,Main,2.0,1,15.0,Main,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of orange peel.,44,,1935
2190,9926.0,9926,Sweet Patootie Cocktail,2000,16.0,Main,4.0,1,21.0,Main,4.0,1/2,2052.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1964
2191,9928.0,9928,Tailspin Cocktail,2000,16.0,Main,4.0,3/4,9.0,Main,4.0,3/4,168.0,Main,4.0,3/4,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Add a twist of lemon peel and a cherry or olive.,44,,1935
2192,9930.0,9930,Tanq-A-Rita,2000,371.0,Main,4.0,1 1/2,2501.0,Main,4.0,3,21.0,Main,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,2000
2193,9932.0,9932,Three Stripes Cocktail,2000,16.0,Main,4.0,1,19.0,Main,4.0,1/2,2052.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2194,9935.0,9935,Trinity Cocktail,2000,9.0,Main,4.0,3/4,19.0,Main,4.0,3/4,16.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2195,9940.0,9940,Union Jack Cocktail,2000,165.0,Main,4.0,3/4,16.0,Main,4.0,1 1/2,54.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2196,9945.0,9945,Webster Cocktail,2000,2104.0,Main,0.0,1/2,2254.0,Main,10.0,1 1/2,19.0,Main,4.0,1/2,16.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2197,9948.0,9948,What The Hell,2000,16.0,Main,4.0,1,19.0,Main,4.0,1,2254.0,Main,4.0,1,761.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir in old-fashioned glass over ice cubes.,27,,1974
2198,9950.0,9950,Why Not?,2000,16.0,Main,4.0,1,2254.0,Main,4.0,1,19.0,Main,4.0,1/2,761.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2199,9955.0,9955,Yellow Rattler,2000,16.0,Main,4.0,1,2052.0,Main,34.0,1,19.0,Main,4.0,1/2,9.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a cocktail onion.,44,,1974
2200,9956.0,9956,Yolanda,2000,52.0,Main,4.0,1/2,16.0,Main,4.0,1/2,75.0,Main,4.0,1/2,9.0,Main,4.0,1,54.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a twist of orange peel.,44,,1974
2201,9958.0,9958,Apple Pie No. 1,2000,23.0,Main,4.0,3/4,9.0,Main,4.0,3/4,57.0,Main,10.0,1,54.0,Main,10.0,1/2,761.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2202,9959.0,9959,Bacardi Cocktail,2000,2084.0,Main,4.0,1 1/2,2104.0,Main,0.0,1/2,54.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2203,9974.0,9974,Caribbean Champagne,2000,23.0,Main,10.0,1/2,148.0,Main,10.0,1/2,111.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour rum and banana liqueur into champagne flute. Fill with champagne and stir lightly. Add a slice of banana.,3,,1974
2204,9976.0,9976,Casa Blanca,2000,23.0,Main,4.0,2,430.0,Main,10.0,1 1/2,21.0,Main,10.0,1 1/2,12.0,Main,10.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2205,9978.0,9978,Cherry Rum,2000,23.0,Main,4.0,1 1/4,91.0,Main,10.0,1 1/2,930.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2206,9983.0,9983,Cool Carlos,2000,146.0,Main,4.0,1 1/2,259.0,Main,4.0,2,118.0,Main,4.0,2,35.0,Main,4.0,1,2493.0,Main,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mix all ingredients except curacao with ice, shake well. Pour into collins glass and float curacao on top. Garnish with pineapple and orange slices, and a cherry.",13,,2000
2207,9988.0,9988,Cuban Cocktail No. 1,2000,2104.0,Main,0.0,1/2,2054.0,Main,10.0,1/2,23.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and  strain into cocktail glass.,44,,1935
2208,9998.0,9998,Fort Lauderdale,2000,23.0,Main,4.0,1 1/2,9.0,Main,4.0,1/2,2167.0,Main,0.0,1/4,2104.0,Main,0.0,1/4,2102.0,Garnish,16.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes. Add a slice of orange.,27,,1974
2209,9999.0,9999,Gauguin,2000,23.0,Main,4.0,2,310.0,Main,34.0,1,761.0,Main,34.0,1,430.0,Main,34.0,1,2122.0,Main,40.0,1,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combine ingredients with a cup of crushed ice in blender and blend at low speed. Serve in old-fashioned glass. Top with a cherry.,27,,1974
2210,10001.0,10001,Gorilla Milk,2000,23.0,Main,4.0,1,289.0,Main,4.0,1/2,571.0,Main,4.0,1/2,148.0,Main,4.0,1/2,930.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and pour over ice into hurricane or parfait glass. Garnish with a banana slice.,23,,2000
2211,10019.0,10019,Miami,2000,23.0,Main,4.0,1 1/2,2495.0,Main,4.0,1/2,761.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2212,10021.0,10021,Mississippi Planters Punch,2000,2054.0,Main,34.0,1,2103.0,Main,0.0,1,23.0,Main,4.0,1/2,711.0,Main,4.0,1/2,52.0,Main,4.0,1,2362.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake all ingredients with ice and strain into collins glass filled with cubed ice. Fill with club soda and stir.,13,,1974
2213,10023.0,10023,Moon Quake Shake,2000,146.0,Main,4.0,1 1/2,102.0,Main,4.0,1,761.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
